Severity,CWE,Tool_A_Alert,Tool_B_Alert,Tool_A_Rule,Tool_B_Rule,Line,TruePositive
Medium,227,1,1,1,16,46,0
Medium,665,1,0,5,18,27,1
Medium,227,1,0,1,18,47,0
Medium,227,1,0,1,18,29,0
Medium,227,1,1,1,26,40,0
Low,561,1,0,4,18,50,0
Low,561,1,0,4,18,137,0
Low,561,1,1,4,26,83,0
Low,561,1,1,4,26,25,0
Low,561,1,0,4,18,111,0
Low,561,1,0,4,18,176,0
Low,561,1,0,4,18,142,0
Medium,227,1,0,1,18,48,0
Low,561,1,0,4,18,51,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,67,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,46,0
Low,561,1,1,4,1,150,0
Low,561,1,0,4,18,148,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,100,0
Low,561,1,0,4,18,104,0
Low,561,1,0,4,18,46,0
Medium,704,1,0,2,18,58,0
Medium,704,1,0,2,18,84,0
High,401,1,0,7,18,89,0
Medium,704,1,0,2,18,28,0
High,401,1,0,7,18,60,0
Medium,704,1,0,2,18,86,0
High,401,1,0,7,18,33,0
Medium,704,1,0,2,18,30,0
Medium,465,1,0,6,18,155,0
Medium,465,1,0,6,18,241,0
Low,561,1,0,4,18,50,0
Low,561,1,0,4,18,26,0
High,119,1,0,3,18,50,1
High,465,1,0,6,18,131,0
Medium,665,1,0,5,18,225,0
Medium,665,1,0,5,18,317,0
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,305,0
Low,561,1,0,4,18,135,0
Low,561,1,0,4,18,63,0
Low,561,1,1,4,1,128,0
Low,561,1,0,4,18,86,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,52,0
High,399,1,0,11,18,86,0
High,399,1,0,11,18,42,0
Medium,665,1,0,5,18,33,1
High,119,1,0,3,18,140,1
Low,561,1,0,4,18,157,0
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,71,0
High,401,1,0,7,18,37,1
High,399,1,0,11,18,47,1
Low,561,1,0,4,18,70,0
Low,561,1,1,4,30,35,0
Low,561,1,0,4,18,54,0
Medium,227,1,0,1,18,59,0
Medium,227,1,0,1,18,36,0
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,167,0
Low,561,1,0,4,18,135,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,98,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,78,0
Low,561,1,0,4,18,50,0
Low,561,1,0,4,18,153,0
Low,561,1,0,4,18,130,0
Low,561,1,0,4,18,48,0
High,465,1,0,6,18,86,0
High,465,1,0,6,18,49,1
High,465,1,1,6,32,114,0
Low,561,1,0,4,18,125,0
Medium,227,1,0,1,18,49,1
Medium,227,1,0,1,18,86,0
Medium,227,1,0,1,18,114,0
Low,561,1,0,4,18,101,0
High,119,1,0,3,18,53,1
Low,561,1,0,4,18,69,0
High,401,1,0,7,18,34,1
Low,561,1,0,4,18,69,0
High,119,1,0,3,18,30,1
Low,561,1,0,4,18,40,0
High,465,1,0,6,18,86,0
High,401,1,0,7,18,41,1
High,465,1,0,6,18,39,0
High,465,1,0,6,18,67,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,58,0
Low,561,1,1,4,1,30,0
Low,561,1,1,4,32,159,0
Low,561,1,0,4,18,29,0
Low,561,1,1,4,12,49,0
High,401,1,0,7,18,38,1
Low,561,1,0,4,18,163,0
Low,561,1,0,4,18,140,0
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,329,0
Medium,227,1,0,1,18,45,1
Medium,227,1,0,1,18,81,0
Low,561,1,0,4,18,110,0
Low,561,1,0,4,18,135,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,85,0
Low,561,1,0,4,18,55,0
Medium,665,1,0,5,18,26,1
Low,561,1,1,4,2,139,0
Low,561,1,0,4,18,86,0
Low,561,1,0,4,18,115,0
Low,561,1,0,4,18,43,0
High,465,1,0,6,18,149,0
Medium,665,1,0,5,18,359,0
Medium,665,1,0,5,18,255,0
High,401,1,0,7,18,55,0
Medium,227,1,0,1,18,169,0
High,401,1,0,7,18,138,0
High,401,1,0,7,18,173,0
High,401,1,0,7,18,81,0
High,401,1,0,7,18,203,0
High,465,1,0,6,18,143,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,28,0
High,401,1,0,7,18,46,1
High,401,1,0,7,18,69,0
High,401,1,0,7,18,119,0
High,401,1,0,7,18,138,0
Low,561,1,0,4,18,165,0
Low,561,1,0,4,18,143,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,90,0
Medium,227,1,0,1,18,95,0
Low,561,1,0,4,18,27,0
High,119,1,0,3,18,40,1
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,82,0
Medium,227,1,0,1,18,72,0
High,401,1,0,7,18,40,1
Low,561,1,0,4,18,47,0
Low,561,1,0,4,18,127,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,75,0
Low,561,1,0,4,18,54,0
High,401,1,0,7,18,38,1
Low,561,1,0,4,18,144,0
Low,561,1,0,4,18,117,0
Low,561,1,0,4,18,80,0
Low,561,1,0,4,18,43,0
Low,561,1,0,4,18,43,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,25,0
High,401,1,0,7,18,42,1
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,87,0
Low,561,1,0,4,18,139,0
Low,561,1,0,4,18,113,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,126,0
Low,561,1,0,4,18,84,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,109,0
Low,561,1,0,4,18,77,0
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,41,0
Medium,227,1,0,1,18,137,0
Low,561,1,0,4,18,323,0
Low,561,1,0,4,18,356,0
Low,561,1,0,4,18,129,0
Medium,227,1,0,1,18,45,1
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,56,0
High,401,1,1,7,1,57,0
High,401,1,0,7,18,137,0
Medium,704,1,0,2,18,132,0
Medium,704,1,0,2,18,99,0
Medium,704,1,0,2,18,54,0
Medium,704,1,0,2,18,134,0
Medium,704,1,0,2,18,101,0
Medium,704,1,0,2,18,169,0
Medium,704,1,0,2,18,52,0
High,401,1,0,7,18,104,0
Medium,704,1,0,2,18,167,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,38,0
Low,561,1,0,4,18,40,0
Low,561,1,0,4,18,63,0
High,465,1,0,6,18,147,0
Medium,665,1,0,5,18,251,0
High,399,1,0,11,18,54,0
Low,561,1,0,4,18,110,0
Low,561,1,0,4,18,136,0
Medium,227,1,0,1,18,45,0
High,401,1,0,7,18,46,1
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,79,0
Unspecified,N/A,1,1,13,8,42,1
High,401,1,0,7,18,71,0
High,401,1,0,7,18,41,0
High,401,1,0,7,18,99,0
Low,561,1,0,4,18,78,0
Medium,227,1,1,1,32,95,0
Medium,227,1,1,1,32,62,0
Low,561,1,1,4,32,95,0
Low,561,1,0,4,18,40,0
Low,561,1,0,4,18,66,0
Low,561,1,0,4,18,103,0
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,121,0
High,465,1,1,6,1,79,0
High,465,1,0,6,18,45,0
High,465,1,0,6,18,104,0
Low,561,1,0,4,18,150,0
High,119,1,0,3,18,134,1
Low,561,1,0,4,18,182,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,48,0
Medium,227,1,0,1,18,145,0
High,401,1,0,7,18,63,0
Medium,227,1,0,1,18,39,1
High,401,1,0,7,18,114,0
High,401,1,0,7,18,179,0
High,401,1,0,7,18,43,0
High,401,1,1,7,32,149,0
Low,561,1,0,4,18,331,0
Low,561,1,0,4,18,357,0
Medium,227,1,0,1,18,39,1
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,91,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,41,0
Low,561,1,0,4,18,81,0
High,399,1,0,11,18,39,0
High,401,1,0,7,18,48,0
Low,561,1,0,4,18,46,0
High,401,1,0,7,18,43,1
Unspecified,N/A,1,0,13,18,46,1
High,401,1,0,7,18,33,0
High,401,1,0,7,18,40,1
Low,561,1,0,4,18,48,0
Low,561,1,1,4,8,34,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,50,0
Low,561,1,1,4,12,25,0
Low,561,1,0,4,18,133,0
Low,561,1,0,4,18,107,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,60,0
Low,561,1,0,4,18,46,0
High,401,1,0,7,18,54,0
Medium,227,1,0,1,18,168,0
High,401,1,0,7,18,172,0
High,401,1,0,7,18,202,0
High,401,1,0,7,18,137,0
High,401,1,0,7,18,80,0
Low,561,1,0,4,18,134,0
Low,561,1,0,4,18,147,0
Low,561,1,0,4,18,60,0
Low,561,1,0,4,18,106,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,60,0
High,465,1,0,6,18,120,0
High,465,1,0,6,18,88,0
High,465,1,0,6,18,47,1
Medium,227,1,0,1,18,84,0
Medium,227,1,0,1,18,39,1
Medium,227,1,0,1,18,66,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,156,0
High,119,1,0,3,18,136,1
Low,561,1,0,4,18,139,0
Low,561,1,1,4,1,122,0
Medium,665,1,0,5,18,104,0
Medium,665,1,0,5,18,41,1
Medium,665,1,0,5,18,77,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,29,0
Low,561,1,1,4,30,46,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,111,0
Low,561,1,0,4,18,71,0
Low,561,1,0,4,18,186,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,146,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,134,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,69,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,114,0
Low,561,1,0,4,18,134,0
High,401,1,0,7,18,35,1
Medium,465,1,0,6,18,117,0
Low,561,1,0,4,18,59,0
High,401,1,0,7,18,41,1
High,465,1,0,6,18,63,0
Medium,665,1,0,5,18,97,0
Low,561,1,0,4,18,53,0
High,119,1,0,3,18,51,1
Low,561,1,1,4,25,96,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,64,0
High,399,1,1,11,25,69,0
High,399,1,0,11,18,36,0
High,401,1,0,7,18,41,1
Low,561,1,0,4,18,80,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,45,0
Medium,227,1,0,1,18,38,1
Medium,704,1,0,2,18,30,0
High,401,1,0,7,18,53,0
High,401,1,0,7,18,37,0
High,401,1,1,7,25,86,0
Medium,227,1,0,1,18,41,1
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,78,0
Medium,227,1,0,1,18,69,0
Medium,227,1,0,1,18,88,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,37,0
Low,561,1,0,4,18,62,0
High,119,1,0,3,18,158,0
High,119,1,0,3,18,123,1
High,119,1,0,3,18,184,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,76,0
Low,561,1,0,4,18,36,0
Low,561,1,1,4,32,86,0
Medium,227,1,1,1,32,99,0
Medium,227,1,0,1,18,77,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,59,0
Medium,227,1,0,1,18,46,1
Low,561,1,0,4,18,341,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,146,0
High,401,1,0,7,18,37,0
Low,561,1,0,4,18,122,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,94,0
Low,561,1,0,4,18,51,0
Low,561,1,0,4,18,124,0
Low,561,1,0,4,18,184,0
High,401,1,0,7,18,133,0
High,399,1,0,11,18,55,1
High,401,1,0,7,18,153,0
Low,561,1,0,4,18,383,0
Low,561,1,0,4,18,348,0
Low,561,1,0,4,18,73,0
High,189,1,0,9,18,35,1
Low,561,1,0,4,18,179,0
Low,561,1,0,4,18,152,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,36,0
High,119,1,0,3,18,47,1
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,65,0
High,401,1,0,7,18,73,0
Low,561,1,0,4,18,211,0
Low,561,1,0,4,18,177,0
Low,561,1,0,4,18,62,0
Medium,665,1,0,5,18,27,1
Low,561,1,0,4,18,207,0
High,401,1,0,7,18,39,1
Low,561,1,0,4,18,46,0
High,465,1,0,6,18,30,1
Low,561,1,0,4,18,130,0
Low,561,1,0,4,18,83,0
Low,561,1,0,4,18,68,0
Low,561,1,0,4,18,136,0
Low,561,1,0,4,18,111,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,86,0
Medium,227,1,0,1,18,82,0
Medium,227,1,0,1,18,104,0
Medium,227,1,0,1,18,51,1
High,465,1,0,6,18,33,1
Unspecified,N/A,1,0,13,18,46,1
Low,561,1,0,4,18,31,0
High,401,1,0,7,18,69,0
High,401,1,0,7,18,46,1
High,401,1,0,7,18,119,0
Low,561,1,0,4,18,352,0
High,401,1,0,7,18,44,0
Low,561,1,1,4,27,56,0
Medium,465,1,0,6,18,263,0
Medium,465,1,0,6,18,167,0
Medium,465,1,1,6,27,144,0
Low,561,1,1,4,25,138,0
Low,561,1,0,4,18,100,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,171,0
Low,561,1,0,4,18,62,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,79,0
Low,561,1,0,4,18,104,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,129,0
High,401,1,0,7,18,38,1
High,465,1,0,6,18,67,0
High,465,1,0,6,18,39,0
Unspecified,N/A,1,0,13,18,41,1
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,121,0
Low,561,1,0,4,18,27,0
Medium,665,1,0,5,18,29,0
Low,561,1,0,4,18,74,0
Low,561,1,0,4,18,71,0
Medium,227,1,0,1,18,43,1
Medium,227,1,0,1,18,146,0
High,401,1,0,7,18,29,1
Low,561,1,0,4,18,135,0
High,119,1,0,3,18,137,1
High,399,1,0,11,18,38,0
High,399,1,0,11,18,69,0
Low,561,1,0,4,18,126,0
High,401,1,1,7,26,89,0
Low,561,1,0,4,18,68,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,137,0
Low,561,1,0,4,18,169,0
Low,561,1,0,4,18,27,0
Low,561,1,0,4,18,63,0
Low,561,1,0,4,18,100,0
Low,561,1,0,4,18,180,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,70,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,109,0
Unspecified,N/A,1,0,13,18,47,1
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,35,0
Medium,465,1,0,6,18,79,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,89,0
Low,561,1,0,4,18,61,0
High,401,1,0,7,18,34,1
Low,561,1,0,4,18,84,0
Low,561,1,1,4,32,111,0
Low,561,1,1,4,32,26,0
Low,561,1,0,4,18,52,0
Low,561,1,0,4,18,138,0
High,401,1,0,7,18,57,0
High,401,1,0,7,18,84,0
High,401,1,0,7,18,215,0
High,401,1,0,7,18,183,0
Medium,227,1,0,1,18,178,0
High,401,1,0,7,18,146,0
Low,561,1,0,4,18,135,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,55,0
Low,561,1,0,4,18,85,0
Low,561,1,0,4,18,110,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,134,0
High,401,1,0,7,18,61,0
High,401,1,0,7,18,39,1
High,401,1,0,7,18,111,0
Medium,227,1,0,1,18,148,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,113,0
Low,561,1,0,4,18,87,0
Low,561,1,0,4,18,139,0
Low,561,1,0,4,18,56,0
High,401,1,0,7,18,39,1
High,401,1,0,7,18,39,1
Low,561,1,0,4,18,77,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,217,0
Low,561,1,0,4,18,123,0
Low,561,1,0,4,18,169,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,57,0
Medium,227,1,0,1,18,39,1
Medium,227,1,0,1,18,92,0
Medium,227,1,0,1,18,70,0
Low,561,1,0,4,18,68,0
Low,561,1,0,4,18,42,0
Low,561,1,1,4,32,95,0
Unspecified,N/A,1,1,13,32,41,1
High,401,1,0,7,18,35,1
Low,561,1,1,4,2,56,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,76,0
Low,561,1,0,4,18,36,0
Low,561,1,0,4,18,58,0
Medium,704,1,0,2,18,27,1
Low,561,1,1,4,25,67,0
Low,561,1,0,4,18,147,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,73,0
High,401,1,0,7,18,40,1
Low,561,1,0,4,18,64,0
Low,561,1,0,4,18,87,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,61,0
Low,561,1,0,4,18,39,0
Low,561,1,0,4,18,91,0
Medium,227,1,0,1,18,82,0
Medium,227,1,0,1,18,51,1
Low,561,1,0,4,18,64,0
Medium,227,1,0,1,18,104,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,48,0
Low,561,1,0,4,18,72,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,58,0
Unspecified,N/A,1,0,13,18,38,1
Medium,465,1,0,6,18,135,0
Medium,465,1,0,6,18,177,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,69,0
Medium,227,1,0,1,18,50,1
Medium,227,1,0,1,18,89,0
Medium,227,1,0,1,18,119,0
High,465,1,0,6,18,172,0
High,465,1,0,6,18,145,0
High,465,1,0,6,18,46,1
Low,561,1,0,4,18,91,0
Low,561,1,0,4,18,26,0
Low,561,1,1,4,2,61,0
High,401,1,0,7,18,47,0
High,399,1,0,11,18,32,0
High,399,1,0,11,18,73,0
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,138,0
Low,561,1,0,4,18,334,0
Low,561,1,0,4,18,361,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,34,0
Low,561,1,0,4,18,61,0
Medium,665,1,0,5,18,41,1
Medium,665,1,0,5,18,76,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,135,0
High,401,1,0,7,18,45,1
Low,561,1,0,4,18,79,0
Low,561,1,0,4,18,55,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,133,0
Low,561,1,0,4,18,105,0
Low,561,1,0,4,18,130,0
Low,561,1,0,4,18,51,0
High,401,1,1,7,25,50,0
High,401,1,0,7,18,45,1
Low,561,1,0,4,18,122,0
Low,561,1,0,4,18,148,0
Medium,665,1,0,5,18,40,1
High,401,1,0,7,18,44,1
High,401,1,0,7,18,49,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,87,0
Low,561,1,0,4,18,113,0
Low,561,1,0,4,18,31,0
Low,561,1,0,4,18,139,0
Low,561,1,1,4,26,148,0
Low,561,1,1,4,25,62,0
Low,561,1,1,4,25,94,0
Low,561,1,0,4,18,154,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,120,0
Low,561,1,0,4,18,60,0
High,401,1,0,7,18,45,1
High,465,1,0,6,18,68,0
High,465,1,0,6,18,87,0
High,401,1,0,7,18,42,1
High,465,1,0,6,18,40,0
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,68,0
High,401,1,0,7,18,37,1
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,78,0
Low,561,1,0,4,18,51,0
High,401,1,1,7,12,44,0
High,465,1,0,6,18,36,1
Low,561,1,1,4,32,48,0
Low,561,1,1,4,32,62,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,121,0
High,401,1,0,7,18,50,0
High,401,1,0,7,18,112,0
Low,561,1,0,4,18,138,0
Low,561,1,0,4,18,51,0
Low,561,1,0,4,18,136,0
Low,561,1,0,4,18,94,0
Low,561,1,0,4,18,33,0
High,401,1,0,7,18,55,1
Low,561,1,1,4,16,138,0
Low,561,1,0,4,18,171,0
Medium,227,1,0,1,18,72,0
Medium,227,1,0,1,18,39,1
Medium,227,1,0,1,18,96,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,53,0
Low,561,1,1,4,12,57,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,114,0
Low,561,1,0,4,18,69,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,58,0
Medium,704,1,0,2,18,32,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,49,0
Low,561,1,0,4,18,30,0
High,401,1,0,7,18,27,0
Low,561,1,0,4,18,304,0
Low,561,1,1,4,32,331,0
Low,561,1,0,4,18,144,0
High,401,1,0,7,18,29,1
Low,561,1,0,4,18,192,0
Medium,227,1,0,1,18,83,0
Medium,227,1,0,1,18,45,1
Low,561,1,0,4,18,33,0
Low,561,1,0,4,18,63,0
High,401,1,0,7,18,47,1
High,399,1,0,11,18,42,1
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,76,0
Low,561,1,0,4,18,34,0
Low,561,1,1,4,32,53,0
Low,561,1,1,4,32,30,0
Low,561,1,1,4,12,50,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,55,0
Low,561,1,0,4,18,86,0
Low,561,1,0,4,18,112,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,138,0
High,465,1,0,6,18,42,1
High,465,1,0,6,18,79,0
High,465,1,0,6,18,107,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,83,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,133,0
Low,561,1,0,4,18,107,0
Low,561,1,1,4,1,97,0
Low,561,1,0,4,18,26,0
Low,561,1,0,4,18,63,0
High,401,1,0,7,18,45,0
Low,561,1,0,4,18,130,0
Low,561,1,0,4,18,54,0
Low,561,1,0,4,18,94,0
Low,561,1,0,4,18,46,0
High,401,1,0,7,18,42,1
Low,561,1,0,4,18,126,0
High,401,1,0,7,18,34,1
High,465,1,0,6,18,73,0
High,465,1,0,6,18,38,1
High,465,1,0,6,18,99,0
Low,561,1,0,4,18,60,0
Low,561,1,0,4,18,65,0
Low,561,1,1,4,12,41,0
Low,561,1,0,4,18,137,0
High,189,1,0,9,18,25,1
Low,561,1,0,4,18,77,0
Low,561,1,0,4,18,32,0
Low,561,1,0,4,18,53,0
Medium,665,1,0,5,18,26,1
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,143,0
Low,561,1,0,4,18,176,0
Low,561,1,0,4,18,411,0
High,401,1,0,7,18,47,1
High,465,1,0,6,18,92,0
High,465,1,0,6,18,45,0
High,465,1,1,6,26,73,0
Low,561,1,0,4,18,86,0
Low,561,1,0,4,18,30,0
Low,561,1,0,4,18,138,0
Low,561,1,0,4,18,112,0
Low,561,1,0,4,18,55,0
Low,562,1,0,12,18,47,0
High,399,1,0,11,18,41,1
Low,561,1,0,4,18,81,0
Low,561,1,0,4,18,57,0
Low,561,1,0,4,18,29,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,86,0
Low,561,1,0,4,18,117,0
Low,561,1,0,4,18,141,0
Low,561,1,1,4,8,41,0
Low,561,1,0,4,18,115,0
Low,561,1,0,4,18,52,0
Low,561,1,1,4,32,142,0
Low,561,1,0,4,18,86,0
Low,561,1,0,4,18,26,0
Medium,227,1,0,1,18,93,0
Medium,227,1,0,1,18,44,1
Medium,227,1,0,1,18,73,0
High,401,1,0,7,18,91,0
High,401,1,0,7,18,58,0
High,401,1,0,7,18,42,0
Low,561,1,0,4,18,360,0
Low,561,1,0,4,18,326,0
Low,561,1,0,4,18,144,0
Low,561,1,1,4,1,88,0
Low,561,1,0,4,18,56,0
High,399,1,0,11,18,41,0
Low,561,1,0,4,18,429,0
Low,561,1,0,4,18,382,0
High,119,1,0,3,18,30,1
Low,561,1,0,4,18,42,0
Low,561,1,0,4,18,73,0
High,401,1,0,7,18,39,1
Low,561,1,0,4,18,214,0
Low,561,1,0,4,18,173,0
High,119,1,0,3,18,34,1
Medium,227,1,0,1,18,164,0
Low,561,1,0,4,18,135,0
Low,561,1,0,4,18,73,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,59,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,44,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,65,0
Low,561,1,0,4,18,46,0
Low,561,1,0,4,18,28,0
Low,561,1,0,4,18,190,0
Low,561,1,0,4,18,64,0
Low,561,1,0,4,18,65,0
High,401,1,0,7,18,29,0
High,119,1,0,3,18,78,0
High,119,1,0,3,18,43,1
High,119,1,0,3,18,104,0
Low,561,1,0,4,18,134,0
High,401,1,0,7,18,44,1
Low,561,1,0,4,18,67,0
Low,561,1,0,4,18,90,0
High,401,1,0,7,18,47,1
Low,561,1,0,4,18,78,0
Low,561,1,0,4,18,141,0
Medium,665,1,0,5,18,27,1
Low,561,1,0,4,18,69,0
Low,561,1,1,4,25,25,0
Low,561,1,0,4,18,114,0
High,401,1,0,7,18,43,1
Medium,227,1,0,1,18,89,0
Medium,227,1,0,1,18,50,1
Medium,227,1,0,1,18,119,0
Low,561,1,0,4,18,135,0
Low,561,1,0,4,18,56,0
Low,561,1,0,4,18,35,0
Low,561,1,0,4,18,73,0
High,401,1,0,7,18,40,1
Low,561,1,0,4,18,53,0
Low,561,1,0,4,18,69,0
Low,561,1,0,4,18,114,0
Low,561,1,0,4,18,25,0
Low,561,1,0,4,18,58,0
Low,561,1,0,4,18,46,0
High,401,1,0,7,18,40,0
High,401,1,1,7,25,60,0
High,401,1,0,7,18,38,1
High,401,1,0,7,18,130,0
High,401,1,0,7,18,85,0
High,401,1,0,7,18,110,0
Low,561,1,0,4,18,45,0
Low,561,1,0,4,18,28,0
